FOMC Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Hawkish Score,Neutral Score,Dovish Score,easing,accommodative,supportive,expansion,inflation,tightening,restrictive
2007-10-31,5.2906866,-0.33557504,2.916352,-2.4725401,0.8838185,-0.5276135,1.0228246,-0.4752162,-0.20110166,-0.88520163,-0.9846785,1.3275352,-0.9727697,-0.17392197,-0.48191237,0.052189827,-0.4165681,0.7090414,0.4047454,-0.61627126,-0.1341088,-0.30523723,0.027552674,-0.44181553,-0.23922968,-0.12823036,-0.2992997,-0.15022779,-0.11292956,-0.04831167,0.18986644,0.13300517,0.67712843,0.0,0.0,0.0,0.5266035491822818,0.8501109939229254,0.0,0.0
2007-12-11,6.6009235,0.49930534,2.2296658,-2.4360712,0.23248349,-1.2486047,1.2345614,-0.91450953,-0.008628459,-0.31518596,-1.1203024,1.4839661,-0.92342395,-0.18548894,-0.21831098,0.5573145,-0.116457604,0.22849508,-0.0428793,0.03451048,0.06792431,0.2618383,0.111512974,0.12349693,-0.012035076,0.07295249,0.17501773,0.3269463,0.025983164,-0.40766552,0.1567618,0.20426492,0.63897324,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2008-01-30,4.6376653,2.5289326,2.7577994,-2.3243585,1.8075045,-2.515736,0.8306249,-0.05896845,0.932754,1.0989311,-0.43990013,0.5934897,-0.8568896,0.07505971,0.3582682,1.0646012,0.31077442,-0.89070344,0.9271984,-0.5552961,0.09144619,-0.28508773,0.54736614,-0.5474726,-0.14237726,0.24358776,-0.35589707,-0.014345572,-0.26805916,0.3267173,0.08532376,0.14268969,0.77198654,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2008-03-18,6.5731015,-0.9302116,2.0302482,-2.8112879,0.8065062,-0.5151205,0.911759,-1.4965198,-0.13599303,-0.15481304,-0.74082696,1.4106766,-0.7777703,-0.26261303,-0.9273234,0.160773,-0.09369677,-0.02517295,0.5582081,0.27272376,-0.036240652,-0.48727506,0.009865195,-0.27136537,0.2275136,0.14003377,0.26017618,-0.042597473,0.08709462,-0.09748222,0.22479515,0.2271012,0.54810363,0.5282386594217331,0.0,0.0,0.0,0.6990196223561492,0.4820119150533488,0.0
2008-04-30,6.2555375,-0.69981456,1.9693083,-2.8793194,0.8490986,0.8211854,1.2556074,-0.17475642,-0.683182,-0.45141625,-0.81970316,1.9577045,-0.8602774,-0.12386785,-0.9608202,0.62372637,-0.28181562,0.49406233,0.13243175,0.55812186,0.12228396,-0.4240736,-0.32803994,-0.21665992,-0.38818526,0.33258048,-0.053797252,-0.027026525,0.113778204,0.13305968,0.27954304,0.18592589,0.53453106,0.8339757184335442,0.0,0.0,0.0,0.5518011426802717,0.0,0.0
2008-06-25,5.1304817,-2.3654752,0.21259157,2.2659016,1.8568355,3.451979,0.27152944,0.5985045,-1.4577308,-0.5819986,-0.6576721,0.64406365,0.3779893,-0.56990236,-1.0073267,-0.6627253,0.7641205,0.8036288,-0.09630191,-0.23184404,0.64952624,0.2595636,-0.23123348,0.19616593,0.15784971,0.18640044,0.5896776,-0.0026536249,0.18445693,0.15592527,0.74579054,0.07920685,0.17500257,0.6028988416694366,0.0,0.0,0.0,0.7978176400115828,0.0,0.0
2008-08-05,2.6910799,-0.6091611,1.0517915,3.2697487,0.09068376,0.80970395,0.8071939,0.67204326,-1.5930068,-0.10526082,-0.7993661,0.441274,-0.023342554,-0.5451781,-1.2382973,-0.19526339,-0.04476211,0.6717384,-0.64712715,-0.26931107,-0.07517669,0.08233766,-0.07315065,-0.082544655,0.14609043,0.51289356,-0.15424535,0.52382684,-0.06550163,-0.20925498,0.44203827,0.044532225,0.51342946,0.6028988416694366,0.0,0.0,0.0,0.7978176400115828,0.0,0.0
2008-09-16,7.482045,-0.22288887,-0.0591983,-0.3157085,0.8537956,0.51856834,-0.013714273,1.7242157,-0.8708503,-0.8477597,0.39682454,0.47048095,2.1091256,0.20762752,-1.1920427,0.6767394,-0.21664324,0.12640916,-0.9748003,0.1225201,0.32583892,0.66006887,-0.052148886,-0.54486066,0.48672962,-0.038993225,0.3434329,1.1338898,0.20052879,0.7942894,0.24179287,0.26615673,0.49205035,0.6866857121281514,0.0,0.0,0.0,0.7269544227522475,0.0,0.0
2008-10-29,8.078191,-0.75115824,0.9419903,-3.325501,0.6030611,0.6431342,1.390365,0.006843336,-0.703001,-1.3488975,0.8493431,1.4271917,0.15797004,0.6530244,-0.63060063,0.4983287,-0.90268224,0.5023898,0.10484193,-0.12434247,0.49620825,-0.014147864,-0.32636413,-0.41539133,0.011089612,-0.6588993,0.29849863,-0.6053106,0.3295978,-0.15747723,0.21083565,0.44995886,0.33920556,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2008-12-16,5.7249455,-0.91711086,-0.83870566,-3.2540567,0.67162997,-0.7936427,-1.2301344,-1.3612508,0.4328741,-0.46698552,2.3296623,-0.66682,-0.30890387,1.134201,-1.5315298,-0.95516664,0.68842894,-0.88051283,0.2404272,-0.22632928,0.7497266,-0.27338043,0.6510855,0.29607204,-0.20844923,-0.9239517,0.23744757,-0.7491942,0.1304563,-0.0096333,0.15029594,0.45886695,0.39083713,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2009-01-28,4.0925717,0.48061955,-2.9993155,-2.1024096,-0.94453806,-0.5818801,1.1315293,1.3478546,0.23925698,-0.021779714,0.9671705,0.40319747,0.6456062,0.96132267,-0.34907156,-0.0779202,0.7887339,-0.32672954,-0.9680629,0.15719423,0.062127594,0.36854205,0.3322938,-0.26464483,0.06907586,0.32810384,1.0747359,-1.0685619,-0.0767059,-0.45868513,0.12399521,0.23685484,0.63914996,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2009-03-18,4.7721562,-0.45092905,-1.0064145,-1.514373,-1.3678308,0.38064373,1.4260429,-1.7686651,-0.34108195,0.2996667,0.7732618,-0.75209785,0.6459779,0.7705508,-0.013385314,-0.14214456,0.002423594,-0.75293666,-0.091486156,0.24927428,-0.53698856,-0.4356663,-0.60876805,0.594989,0.6509524,0.37712592,0.507165,0.42569512,0.5142557,-0.5963082,0.23121548,0.18688029,0.5819043,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2009-04-29,4.6378503,-0.30101374,-1.8779525,-0.81384695,-1.7286068,0.3084345,1.6352874,-2.2930233,-0.5323039,-0.046396658,0.39358652,0.0857206,0.92776287,0.4789025,0.41353497,0.2328115,-0.02709019,-1.1289622,-0.4016613,0.50168097,-0.19030823,-0.58754504,-0.24699573,0.3611916,0.94998336,0.51116455,0.28717458,0.20365642,0.2443394,-0.51535904,0.24119695,0.15866831,0.60013473,0.8838210629066414,0.0,0.0,0.0,0.46782510488704504,0.0,0.0
2009-06-24,4.094986,-0.99154824,-0.69319904,0.8976097,-1.7927254,1.3141063,2.0521357,-1.6038414,-0.7932588,0.35644156,-0.6450967,-1.2314018,0.23573036,0.5445386,0.3092903,-0.42521226,0.82824427,-1.0487515,-0.106392086,-0.46766806,0.07621452,-0.6674576,-0.25545064,0.68388784,0.13923725,-0.6574324,-0.36557382,0.06978771,-0.68045944,-0.2329691,0.44409508,0.105130106,0.45077485,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2009-08-12,1.9149674,-0.2641285,-0.9400011,0.6883211,-2.3075733,0.50913244,2.007943,-1.6038369,-0.70227975,0.49329653,-0.43989745,0.06379723,0.5821287,0.26270238,0.66280884,-0.0874524,0.48418817,-0.6548649,-0.5303727,0.3500496,0.083660536,-0.40546903,-0.377681,0.5118536,0.24972194,0.33194694,0.15053657,0.11524936,-0.02563401,0.08832027,0.23739816,0.055207398,0.70739436,0.0,0.0,0.0,0.0,1.0,0.0,0.0
