FOMC Date,Difference(-1),Difference(+1),Difference(+5),Difference(+20),Difference(+30)
2010-11-03,1.30999755859375,4.3699951171875,5.3299865378906475,12.199981689453125,12.8800048828125
2010-12-14,-1.5700073585937844,-1.1400146484373863,4.769989013671932,4.75,9.419982910156307
2011-01-26,2.449981689453125,2.5,-4.329986572265625,4.820007324218693,5.170013427734375
2011-03-15,-1.5499877929686932,-5.970001220703125,-1.9400024414063068,6.949981689453125,18.0
2011-04-27,3.370025634765625,0.6199951515624775,-0.600006103515625,-5.810028076171875,-15.300018310546875
2011-06-22,-2.470001220703182,1.20001220703125,8.910003662109375,17.110015869140568,-14.8800048828125
2011-08-09,12.970001220703068,-12.32000732421875,6.009979248046932,8.959991455078125,5.78997802734375
2011-09-21,-8.94000244140625,-9.439971923828125,-1.30999755859375,14.08001708984375,17.27001953125
2011-11-02,1.3000183105468182,3.19000244140625,-3.6199951171875,0.8599853515625,-4.8800048828125
2011-12-13,-4.670013427734318,-3.910003662109375,1.1199951171875,17.040008544921932,24.69000244140625
2012-01-25,2.850006103515625,-1.2300110207031025,-0.32000732421875,10.57000732421875,16.410003662109375
2012-03-13,5.280029296875,-0.240020751953125,2.0,-2.590026855468693,2.699981689453125
2012-04-25,6.80999755859375,3.989990234375,11.0,-16.25,-12.149993896484432
2012-06-20,-1.4800109863280682,-6.839996337890682,-8.78997799296883,1.5599975585936932,-7.190002441406307
2012-08-01,-3.290008544921818,-1.2000122070313068,9.709991455078068,17.290008544921818,32.04998779296869
2012-09-13,5.589996337890625,2.080017089843693,0.5,-9.1099853515625,-12.879974365234375
2012-10-24,0.239990234375,-2.47998046875,3.670013427734375,5.170013427734375,8.029998744921897
2012-12-12,2.670013427734318,-4.660003662109432,3.55999755859375,12.279998779296875,26.17999267578125
2013-01-30,-0.6999816894530682,-2.08001708984375,0.489990234375,4.089996337890568,18.889984096484397
2013-03-20,5.110015869140625,-3.790008544921932,2.75,0.7099914550780682,18.509979213671897
2013-05-01,-2.149993896484318,4.039977992968716,13.819976806640568,19.97998046875,13.619995117187386
2013-06-19,0.18002319335943184,-17.089996337890625,-10.82000732421875,20.079986572265682,25.470001220703182
2013-07-31,2.239990234375,7.680023193359432,3.680023193359432,-13.1199951171875,4.370025634765625
2013-09-18,5.70001220703125,0.04000857929685253,-8.529998779296932,-1.260009765625,14.790008579296853
2013-10-30,-2.3499755515625225,1.1300048484375225,2.979980400000045,17.119995082812522,6.7200011863281475
2013-12-18,8.000000000000057,-0.8499755859375,8.5400390625,-2.8699951171875,-34.10998535156256
2014-01-29,-8.529998779296932,8.22998046875,-5.050018310546875,30.389984130859375,23.83999637226566
2014-03-19,-3.3699951171875,1.2400512726562738,-14.849975585937557,-18.339965820312443,-15.379974365234375
2014-04-30,2.22998046875,1.800018310546875,-4.289978027343807,13.359985348437476,13.84002685546875
2014-06-18,3.8900146484375,-0.95001220703125,0.67999267578125,3.28997802734375,-5.07000732421875
2014-07-30,2.92999267578125,-10.0,-11.6199951171875,13.739990234375,9.989990234375
2014-09-17,0.17004391406248942,2.19000244140625,-3.96002197265625,-40.0400390625,-9.71002197265625
2014-10-29,-1.739990234375,3.510009765625,4.30999755859375,30.719970703125,25.28997805859376
2014-12-17,10.410034182812524,8.759948727343726,18.379943844531226,1.3099975554687262,8.199951199999987
2015-01-28,-7.530029296875,7.300048828125,22.050048828125,48.9200439453125,45.71002197265625
2015-03-18,5.260009765625,-1.05999755859375,-8.16998291015625,2.29998779296875,-6.260009765625
2015-04-29,-4.030029300000024,-6.940002407031216,-6.190002407031216,4.350036655468784,4.340026889843784
2015-06-17,2.83001708984375,7.6300048828125,6.859985382812511,19.760009765625,24.66998291015625
2015-07-29,6.210021941406239,2.0999755859375,-2.58001708984375,-47.3699951171875,-39.0
2015-09-17,1.5200194999999894,-9.280029300000024,-15.8900146484375,8.969970699999976,32.1300048828125
2015-10-28,5.989990234375,1.739990234375,4.44000244140625,8.95001220703125,-6.98004150390625
2015-12-16,10.54998779296875,-10.32000732421875,-9.409973141406226,-66.94000244140625,-42.760009765625
2016-01-27,-8.80999755859375,7.02996826171875,3.8399658203125,19.3699951171875,27.5799560546875
2016-03-16,4.480041507031274,1.69000244140625,-2.84002685546875,11.019958492968726,7.1300048828125
2016-04-27,-0.6500243828124894,-7.03997802734375,-3.66998291015625,-7.5,-4.15997314453125
2016-06-15,1.6300048859375238,2.32000732421875,4.47003173828125,28.119995114062476,29.13000491406251
2016-07-27,-2.210021975781274,1.5100098000000344,-4.949951199999987,0.2600098000000344,-8.969970699999976
2016-09-21,5.659973110156216,4.860046389843774,4.5,-1.3899536101562262,-17.89996341015626
2016-11-02,-3.5399780585937606,-1.510009699999955,15.32995608593751,37.33996585156251,50.05999758984376
2016-12-14,-4.349975551562466,-1.6799927101562844,1.5299682273437156,4.899963344531216,13.279968227343716
2017-02-01,-1.1699829445312844,-0.510009699999955,-0.07000728984371563,19.359985385937534,21.450012241406284
2017-03-15,3.50994873046875,0.34002685546875,-8.51995849609375,-1.0,24.96002197265625
2017-05-03,-4.239990234375,-0.7799682585937262,6.450012241406284,15.69000244140625,3.6500244140625
2017-06-14,-0.469970703125,-3.22998046875,-5.909973141406226,-5.659973141406226,11.340026858593774
2017-07-26,-0.1300048828125,5.070007327343774,-1.1500244140625,-23.09002685546875,-17.1700439453125
2017-09-20,2.5,-1.72003173828125,1.80999755859375,12.25994873046875,19.13995364453126
2017-11-01,0.5100098000000344,-5.619995148437511,-1.239990300000045,35.34002682421874,44.11999508593749
2017-12-13,0.4400024726562606,2.1199950859374894,10.280029300000024,61.72003170703124,91.08001705859374
2018-01-31,-2.97998046875,-9.239990234375,-27.65002438281249,-39.0,-19.28997802734375
2018-03-21,-0.74005126953125,-17.64996337890625,-36.00994873046875,-3.6099853859375344,-14.44000244140625
2018-05-02,-5.859985348437476,-3.620056155468774,9.22998050000001,19.97998050000001,70.22998050000001
2018-06-13,1.17999267578125,8.929992710156284,12.239990234375,12.1300048828125,8.5999755859375
2018-08-01,-3.9200439140624894,5.550048800000013,19.55999752734374,50.20001217578124,50.1600341484376
2018-09-26,1.8200073242186363,5.049987792968864,-15.39001465156241,-110.96997070312489,-50.450012207031136
2018-11-08,0.3200073554687606,-13.219970699999976,-41.57000735546876,-65.60998538281251,-160.76000980000003
2018-12-19,-17.680053714062524,-17.449951171875,-4.5999755859375,71.86004638671875,76.20001220703125
2019-01-30,18.01995849609375,9.2900390625,3.120056155468774,14.870056155468774,16.34002685546875
2019-03-20,3.3099975242187156,11.809997558593636,-0.1500244140625,52.899963375781226,49.559997558593636
2019-05-01,-10.77001953125,-0.23999023437522737,-7.599975617187624,-50.029968261718864,-7.739990234375227
2019-06-19,2.25,6.199951171875,-8.3900146484375,30.5899658203125,-25.1300048828125
2019-07-31,-11.38995364453126,-12.3900146484375,-30.230041503906364,-22.07000735546876,16.789978027343636
2019-09-18,-0.65997314453125,-2.1400146484376137,-13.349975585937614,-2.6500244140623863,-7.09002685546875
2019-10-11,10.739990300000045,-0.5999756171876243,12.30999752734374,7.559997527343739,-2.3299560859376243
2019-10-30,5.719970703125,-4.399963344531216,4.780029296875,13.800048828125,8.61004635546874
2019-12-11,2.8099975585938637,8.35003658984374,18.1400146484375,39.80999758984376,20.970031738281364
2020-01-29,-0.5699462859375899,-0.7300415039061363,35.91998291015659,-61.77001953125,-218.0500488281249
2020-03-03,-22.0,31.599975582812363,-27.800048800000013,-132.67004394843752,-37.460021975781274
2020-03-15,0.0,-69.45996089999994,-99.39996334453122,89.23999030000004,117.35998538593765
2020-03-23,2.5,61.669982944531284,93.67999264453124,174.25,207.3599853515625
2020-04-29,21.470031738281136,3.739990234375,-27.970031738281136,43.47998046875,57.02001953125023
2020-06-10,-4.220092710937934,-52.119934144531044,-14.549926820312066,53.52001900000005,57.660034117187934
2020-07-29,11.799926820312066,1.1600341171879336,34.83007799999996,124.46008294531202,70.47009271093793
2020-09-16,-12.380004882812955,-19.130004882812955,-41.599975585937045,63.92993123437509,-7.839965820312955
2020-11-05,25.03002882812507,-3.4200439453129547,-33.5400390625,12.72998046875,26.98999017187498
2020-12-16,13.700073242187045,6.099975585937045,-17.130004882812955,34.609985351562955,51.319946289062955
2021-01-27,-42.920043945312955,5.170043945312955,30.080078125,-43.13989217187509,-1.449951171875
2021-03-17,18.75,-35.15991210937409,-45.71997070312409,76.18005371093795,78.74011271093786
2021-04-28,0.0,1.640015054687865,-26.48999023437409,-49.470092773437045,-48.03002929687409
2021-06-16,2.220093179687865,8.359984945312135,32.609984945312135,68.07995564843804,93.95996100000002
2021-07-28,-3.3499755859370453,12.400024882811977,-25.77001953125,-20.4599609375,2.9000248828119766
2021-09-22,18.880004882812955,14.800049296874931,-4.039916992187045,59.26000929687507,173.25
2021-11-03,29.40991170312509,24.22998046875,-19.53002970312491,-23.97998046875,-75.57995605468705
2021-12-15,22.25,-35.410034179687045,-3.6500244140629547,-35.190063476562955,-186.98010253906295
2022-01-26,-4.5500488281240905,-31.829955585938023,54.52001953125,-39.9599609375,-61.76000976562591
2022-03-16,44.78002929687591,25.73999023437409,62.40002488281198,47.609984882812114,-28.93994140625
2022-05-04,36.680053648437934,-76.90002441406295,-190.83996582031295,-86.59997564843798,-270.0100097656259
2022-06-15,32.419921875,-52.589965820312955,6.510009296875069,32.0,176.5400390625
2022-07-27,44.82006835937591,20.15991210937409,102.27990682031214,79.77990682031214,56.93994140625
2022-09-21,-29.21997070312409,-26.01000976562591,-19.430053648437934,-90.77001953125,-135.38000488281295
2022-11-02,-42.079956054687045,-9.420043945312955,-43.02001953125,65.16003417968705,-8.44995076562509
2022-12-14,-7.890014710937976,-19.22998000000007,-50.460082945312024,9.309936585937976,53.049926820312066
2023-02-01,21.880004882812955,36.32006835937409,-10.92993164062591,-66.15002441406295,-66.61999558593789
2023-03-22,-24.900024820311955,-0.5499263515621351,17.28002970312491,29.84008829687491,18.960083414061955
2023-05-03,-8.149902000000111,-7.890014585937934,25.549926820312066,68.70996100000002,167.25
2023-06-14,-1.4200444140619766,8.81005899999991,20.680054179687886,77.86999558593789,62.76001023437493
2023-07-26,-0.8400878281249788,-11.619995179687976,-19.90991217187502,-31.589965882812066,-11.93994100000009
2023-09-20,-14.5400390625,-37.900024414062955,-71.22998046875,-72.53991699218705,-92.11999511718705
2023-11-01,17.319946289062955,29.349975585937045,58.690063414062024,112.56005859375,185.86999511718705
2023-12-13,18.619995117187045,15.0,17.890014648437045,-5.169921875,1.3200682968749788
2024-01-31,-25.81005859375,27.03002882812507,64.22009277343705,117.61010782812491,83.98998982812509
2024-03-20,21.169921875,6.8400878906259095,9.940063476562955,-78.77990682031214,-34.539916992187045
2024-05-01,-0.25,22.48998982812509,34.029906820312135,0.75,38.22998000000007
2024-06-12,12.239990296875021,-2.989990296875021,8.579956054687045,92.19995070312507,15.43994140625
2024-07-31,26.640015054687865,-34.18994140625,-151.669921875,-47.68994140625,22.369995117187045
2024-09-18,-2.919921875,34.019897460937045,60.539916992187045,40.14990234375,61.009887289062135
2024-11-07,23.329955648438045,21.119995117187045,25.089965351562114,173.79992635156214,150.4899902343741
2024-12-18,-92.88000488281295,1.4400634765629547,48.690063476562955,32.89001417968802,46.01000976562591
